time	I(R9)
3.588141661919416e-03	4.300144e-03
3.607672911919416e-03	4.190706e-03
3.627204161919416e-03	4.086024e-03
3.646735411919416e-03	3.987506e-03
3.666266661919416e-03	3.896514e-03
3.685797911919416e-03	3.814352e-03
3.705329161919416e-03	3.742245e-03
3.724860411919416e-03	3.681314e-03
3.744391661919416e-03	3.632370e-03
3.762914755432950e-03	3.598086e-03
3.782446005432950e-03	3.575341e-03
3.801977255432950e-03	3.566408e-03
3.821508505432950e-03	3.571651e-03
3.841039755432950e-03	3.591035e-03
3.860571005432950e-03	3.624308e-03
3.880102255432950e-03	3.671017e-03
3.899633505432950e-03	3.730529e-03
3.919164755432950e-03	3.802053e-03
3.938696005432949e-03	3.884653e-03
3.958227255432949e-03	3.977268e-03
3.977758505432949e-03	4.078717e-03
3.997289755432948e-03	4.187701e-03
4.016821005432948e-03	4.302801e-03
4.036352255432947e-03	4.422459e-03
4.055883505432947e-03	4.544976e-03
4.075414755432947e-03	4.668496e-03
4.094946005432946e-03	4.791008e-03
4.114477255432946e-03	4.910371e-03
4.134008505432945e-03	5.024360e-03
4.153539755432945e-03	5.130744e-03
4.173071005432944e-03	5.227387e-03
4.192602255432944e-03	5.312363e-03
4.212133505432944e-03	5.384056e-03
4.231664755432943e-03	5.441992e-03
4.247416220736579e-03	5.477443e-03
4.264039585817330e-03	5.502606e-03
4.283570835817330e-03	5.517652e-03
4.303102085817329e-03	5.517555e-03
4.322633335817329e-03	5.502105e-03
4.342164585817329e-03	5.471906e-03
4.361695835817328e-03	5.427748e-03
4.381227085817328e-03	5.370583e-03
4.400758335817327e-03	5.301501e-03
4.420289585817327e-03	5.221711e-03
4.439820835817327e-03	5.132521e-03
4.459352085817326e-03	5.035319e-03
4.478883335817326e-03	4.931553e-03
4.498414585817325e-03	4.822710e-03
4.517945835817325e-03	4.710300e-03
4.537477085817324e-03	4.595841e-03
4.557008335817324e-03	4.480846e-03
4.576539585817324e-03	4.366816e-03
4.596070835817323e-03	4.255233e-03
4.615602085817323e-03	4.147554e-03
4.635133335817322e-03	4.045208e-03
4.654664585817322e-03	3.949583e-03
4.674195835817322e-03	3.862022e-03
4.693727085817321e-03	3.783800e-03
4.713258335817321e-03	3.716103e-03
4.732789585817320e-03	3.659491e-03
4.749247758288752e-03	3.621289e-03
4.764720403935721e-03	3.594840e-03
4.784251653935720e-03	3.573904e-03
4.803782903935720e-03	3.566282e-03
4.823314153935720e-03	3.572842e-03
4.842845403935719e-03	3.593528e-03
4.862376653935719e-03	3.628067e-03
4.881907903935718e-03	3.675990e-03
4.901439153935718e-03	3.736650e-03
4.920970403935718e-03	3.809239e-03
4.940501653935717e-03	3.892811e-03
4.960032903935717e-03	3.986294e-03
4.979564153935716e-03	4.088496e-03
4.999095403935716e-03	4.198108e-03
5.018626653935715e-03	4.313696e-03
5.038157903935715e-03	4.433693e-03
5.057689153935715e-03	4.556383e-03
5.077220403935714e-03	4.679895e-03
5.096751653935714e-03	4.802208e-03
5.116282903935713e-03	4.921169e-03
5.135814153935713e-03	5.034547e-03
5.155345403935713e-03	5.140118e-03
5.174876653935712e-03	5.235760e-03
5.194407903935712e-03	5.319570e-03
5.213939153935711e-03	5.389967e-03
5.233470403935711e-03	5.446288e-03
5.250356286920994e-03	5.482896e-03
5.265580148408730e-03	5.504700e-03
5.285111398408730e-03	5.518212e-03
5.304642648408730e-03	5.516887e-03
5.324173898408729e-03	5.500249e-03
5.343705148408729e-03	5.468918e-03
5.363236398408728e-03	5.423699e-03
5.382767648408728e-03	5.365552e-03
5.402298898408727e-03	5.295580e-03
5.421830148408727e-03	5.214999e-03
5.441361398408727e-03	5.125126e-03
5.460892648408726e-03	5.027354e-03
5.480423898408726e-03	4.923133e-03
5.499955148408725e-03	4.813953e-03
5.519486398408725e-03	4.701327e-03
5.539017648408725e-03	4.586771e-03
5.558548898408724e-03	4.471797e-03
5.578080148408724e-03	4.357907e-03
5.597611398408723e-03	4.246579e-03
5.617142648408723e-03	4.139269e-03
5.636673898408722e-03	4.037403e-03
5.656205148408722e-03	3.942367e-03
5.675736398408722e-03	3.855497e-03
5.695267648408721e-03	3.778063e-03
5.714798898408721e-03	3.711243e-03
5.734330148408720e-03	3.655744e-03
5.751756098565617e-03	3.616591e-03
5.767859465447281e-03	3.590543e-03
5.787390715447280e-03	3.571731e-03
5.806921965447280e-03	3.566382e-03
5.826453215447279e-03	3.575220e-03
5.845984465447279e-03	3.598155e-03
5.865515715447279e-03	3.634882e-03
5.885046965447278e-03	3.684900e-03
5.904578215447278e-03	3.747535e-03
5.924109465447277e-03	3.821957e-03
5.943640715447277e-03	3.907197e-03
5.963171965447277e-03	4.002165e-03
5.982703215447276e-03	4.105649e-03
6.002234465447276e-03	4.216322e-03
6.021765715447275e-03	4.332728e-03
6.041296965447275e-03	4.453277e-03
6.060828215447274e-03	4.576229e-03
6.080359465447274e-03	4.699690e-03
6.099890715447274e-03	4.821612e-03
6.119421965447273e-03	4.939826e-03
6.138953215447273e-03	5.052099e-03
6.158484465447272e-03	5.156212e-03
6.178015715447272e-03	5.250074e-03
6.197546965447272e-03	5.331825e-03
6.217078215447271e-03	5.399945e-03
6.236609465447271e-03	5.453304e-03
6.256140715447270e-03	5.491318e-03
6.274998083532046e-03	5.512877e-03
6.294529333532046e-03	5.519517e-03
6.314060583532045e-03	5.510744e-03
6.333591833532045e-03	5.486931e-03
6.353123083532045e-03	5.448792e-03
6.372654333532044e-03	5.397209e-03
6.392185583532044e-03	5.333215e-03
6.411716833532043e-03	5.257969e-03
6.431248083532043e-03	5.172738e-03
6.450779333532042e-03	5.078878e-03
6.470310583532042e-03	4.977813e-03
6.489841833532042e-03	4.871014e-03
6.509373083532041e-03	4.759982e-03
6.528904333532041e-03	4.646235e-03
6.548435583532040e-03	4.531289e-03
6.567966833532040e-03	4.416652e-03
6.587498083532040e-03	4.303814e-03
6.607029333532039e-03	4.194244e-03
6.626560583532039e-03	4.089383e-03
6.646091833532038e-03	3.990640e-03
6.665623083532038e-03	3.899378e-03
6.685154333532038e-03	3.816905e-03
6.704685583532037e-03	3.744449e-03
6.724216833532037e-03	3.683134e-03
6.743748083532036e-03	3.633843e-03
6.762675268331636e-03	3.598523e-03
6.782206518331635e-03	3.575539e-03
6.801737768331635e-03	3.566433e-03
6.821269018331634e-03	3.571502e-03
6.840800268331634e-03	3.590713e-03
6.860331518331634e-03	3.623818e-03
6.879862768331633e-03	3.670365e-03
6.899394018331633e-03	3.729725e-03
6.918925268331632e-03	3.801107e-03
6.938456518331632e-03	3.883577e-03
6.957987768331632e-03	3.976076e-03
6.977519018331631e-03	4.077424e-03
6.997050268331631e-03	4.186325e-03
7.016581518331630e-03	4.301358e-03
7.036112768331630e-03	4.420971e-03
7.055644018331629e-03	4.543464e-03
7.075175268331629e-03	4.666983e-03
7.094706518331629e-03	4.789520e-03
7.114237768331628e-03	4.908935e-03
7.133769018331628e-03	5.023004e-03
7.153300268331627e-03	5.129494e-03
7.172831518331627e-03	5.226269e-03
7.192362768331627e-03	5.311399e-03
7.211894018331626e-03	5.383263e-03
7.231425268331626e-03	5.441412e-03
7.247026262906366e-03	5.476686e-03
7.263894608313027e-03	5.502381e-03
7.283425858313026e-03	5.517595e-03
7.302957108313026e-03	5.517613e-03
7.322488358313025e-03	5.502275e-03
7.342019608313025e-03	5.472183e-03
7.361550858313025e-03	5.428126e-03
7.381082108313024e-03	5.371053e-03
7.400613358313024e-03	5.302055e-03
7.420144608313023e-03	5.222339e-03
7.439675858313023e-03	5.133213e-03
7.459207108313022e-03	5.036067e-03
7.478738358313022e-03	4.932344e-03
7.498269608313022e-03	4.823533e-03
7.517800858313021e-03	4.711144e-03
7.537332108313021e-03	4.596695e-03
7.556863358313020e-03	4.481698e-03
7.576394608313020e-03	4.367655e-03
7.595925858313020e-03	4.256048e-03
7.615457108313019e-03	4.148336e-03
7.634988358313019e-03	4.045944e-03
7.654519608313018e-03	3.950265e-03
7.674050858313018e-03	3.862639e-03
7.693582108313017e-03	3.784343e-03
7.713113358313017e-03	3.716564e-03
7.732644608313017e-03	3.659847e-03
7.749011697824391e-03	3.621773e-03
7.764632662404504e-03	3.594994e-03
7.784163912404504e-03	3.573970e-03
7.803695162404503e-03	3.566285e-03
7.823226412404504e-03	3.572781e-03
7.842757662404503e-03	3.593404e-03
7.862288912404503e-03	3.627882e-03
7.881820162404502e-03	3.675746e-03
7.901351412404502e-03	3.736350e-03
7.920882662404502e-03	3.808888e-03
7.940413912404501e-03	3.892413e-03
7.959945162404501e-03	3.985854e-03
7.979476412404500e-03	4.088020e-03
7.999007662404500e-03	4.197601e-03
8.018538912404500e-03	4.313166e-03
8.038070162404499e-03	4.433147e-03
8.057601412404499e-03	4.555829e-03
8.077132662404498e-03	4.679342e-03
8.096663912404498e-03	4.801665e-03
8.116195162404497e-03	4.920646e-03
8.135726412404497e-03	5.034054e-03
8.155257662404497e-03	5.139664e-03
8.174788912404496e-03	5.235355e-03
8.194320162404496e-03	5.319223e-03
8.213851412404495e-03	5.389683e-03
8.233382662404495e-03	5.446421e-03
8.248516761422938e-03	5.479722e-03
8.264448694216147e-03	5.503237e-03
8.283979944216147e-03	5.517811e-03
8.303511194216146e-03	5.517387e-03
8.323042444216146e-03	5.501621e-03
8.342573694216145e-03	5.471122e-03
8.362104944216145e-03	5.426681e-03
8.381636194216145e-03	5.369255e-03
8.401167444216144e-03	5.299935e-03
8.420698694216144e-03	5.219934e-03
8.440229944216143e-03	5.130562e-03
8.459761194216143e-03	5.033208e-03
8.479292444216142e-03	4.929321e-03
8.498823694216142e-03	4.820387e-03
8.518354944216142e-03	4.707919e-03
8.537886194216141e-03	4.593433e-03
8.557417444216141e-03	4.478442e-03
8.576948694216140e-03	4.364449e-03
8.596479944216140e-03	4.252932e-03
8.616011194216140e-03	4.145351e-03
8.635542444216139e-03	4.043131e-03
8.655073694216139e-03	3.947662e-03
8.674604944216138e-03	3.860284e-03
8.694136194216138e-03	3.782270e-03
8.713667444216137e-03	3.714805e-03
8.733198694216137e-03	3.658488e-03
8.749913884645804e-03	3.619932e-03
8.764967992515985e-03	3.594407e-03
8.784499242515984e-03	3.573719e-03
8.804030492515984e-03	3.566276e-03
8.823561742515983e-03	3.573016e-03
8.843092992515983e-03	3.593880e-03
8.862624242515982e-03	3.628592e-03
8.882155492515982e-03	3.676681e-03
8.901686742515982e-03	3.737497e-03
8.921217992515981e-03	3.810232e-03
8.940749242515981e-03	3.893937e-03
8.960280492515980e-03	3.987538e-03
8.979811742515980e-03	4.089843e-03
8.999342992515980e-03	4.199539e-03
9.018874242515979e-03	4.315194e-03
9.038405492515979e-03	4.435236e-03
9.057936742515978e-03	4.557948e-03
9.077467992515978e-03	4.681459e-03
9.096999242515977e-03	4.803742e-03
9.116530492515977e-03	4.922646e-03
9.136061742515977e-03	5.035940e-03
9.155592992515976e-03	5.141397e-03
9.175124242515976e-03	5.236900e-03
9.194655492515975e-03	5.320549e-03
9.214186742515975e-03	5.390768e-03
9.233717992515975e-03	5.446867e-03
9.250759409983409e-03	5.483539e-03
9.266236559537821e-03	5.505390e-03
9.285767809537821e-03	5.518421e-03
9.305299059537820e-03	5.516574e-03
9.324830309537820e-03	5.499431e-03
